what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1363294957953
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1363294958313
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1363294958720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363294964191
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1363294969253
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1363294973662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363294984720
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1363294985014
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1363294989937
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1363294991769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1363294992176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363294993927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363294994659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295003165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1363295004253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295004623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295137049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295138602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295175943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295176253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295203741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295209841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295224539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363295238742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363295239225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363295248100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363295256679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363295256839
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1363295260383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1363295260682
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1363295262526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1363295262878
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1363295263999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1363295264948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295265810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295299480
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1363295307189
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1363295307271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1363295310345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295311308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295326019
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1363295326030
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1363295331582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295332684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295332808
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.toggle.comment",1363295332830
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1363295335687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363295337730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295339052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295341846
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1363295350818
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1363295350994
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1363295351170
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1363295351345
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1363295351530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1363295351994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295357335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295480273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1363295481724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363295482430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295484063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295487869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363295488720
